id,machine_failure,probability
137196,0,0.0064
137197,0,0.0036
137198,0,0.0074
137199,0,0.0006
137200,0,0.0014
137201,0,0.0058
137202,0,0.0048
137203,0,0.0011
137204,0,0.0006
137205,0,0.0025
137206,0,0.0013
137207,0,0.0068
137208,0,0.0066
137209,0,0.0011
137210,0,0.0032
137211,0,0.0022
137212,0,0.006
137213,0,0.002
137214,0,0.0011
137215,0,0.004
137216,0,0.0052
137217,0,0.003
137218,0,0.0064
137219,0,0.0014
137220,0,0.0043
137221,0,0.0035
137222,0,0.005
137223,0,0.0023
137224,0,0.0028
137225,0,0.0008
137226,0,0.0011
137227,0,0.0024
137228,0,0.0078
137229,0,0.0032
137230,0,0.0008
137231,0,0.0054
137232,0,0.0013
137233,0,0.0038
137234,0,0.0014
137235,0,0.0014
137236,0,0.0012
137237,0,0.0009
137238,0,0.0013
137239,0,0.0029
137240,0,0.0011
137241,0,0.0082
137242,0,0.0087
137243,0,0.0034
137244,0,0.009
137245,0,0.0115
137246,0,0.0046
137247,0,0.0009
137248,0,0.0018
137249,0,0.0073
137250,0,0.0018
137251,0,0.004
137252,0,0.0025
137253,0,0.0013
137254,0,0.0007
137255,0,0.008
137256,0,0.0059
137257,0,0.0013
137258,0,0.0008
137259,0,0.0013
137260,0,0.0043
137261,0,0.0031
137262,0,0.0033
137263,0,0.0072
137264,0,0.0098
137265,0,0.0084
137266,0,0.0013
137267,0,0.0006
137268,0,0.0009
137269,0,0.0013
137270,0,0.0012
137271,0,0.0012
137272,0,0.018
137273,0,0.0008
137274,0,0.0013
137275,0,0.0016
137276,0,0.0008
137277,0,0.0056
137278,0,0.0017
137279,0,0.006
137280,0,0.0004
137281,0,0.0023
137282,0,0.0024
137283,0,0.0066
137284,0,0.0019
137285,0,0.0019
137286,0,0.0042
137287,0,0.0025
137288,0,0.0099
137289,0,0.0017
137290,0,0.0015
137291,0,0.0014
137292,0,0.0022
137293,0,0.003
137294,0,0.0028
137295,0,0.0015
137296,0,0.0048
137297,0,0.0052
137298,0,0.0049
137299,0,0.0013
137300,0,0.0054
137301,0,0.0021
137302,0,0.001
137303,0,0.0047
137304,0,0.006
137305,0,0.0155
137306,0,0.0061
137307,0,0.0019
137308,0,0.0026
137309,0,0.002
137310,0,0.0028
137311,0,0.0049
137312,0,0.0088
137313,0,0.0015
137314,0,0.0014
137315,0,0.0024
137316,0,0.001
137317,0,0.0013
137318,0,0.002
137319,0,0.003
137320,0,0.0031
137321,0,0.001
137322,0,0.0019
137323,0,0.0079
137324,0,0.0079
137325,0,0.01
137326,0,0.0006
137327,0,0.0031
137328,0,0.0068
137329,0,0.0022
137330,0,0.007
137331,0,0.0047
137332,0,0.0014
137333,0,0.0049
137334,0,0.0035
137335,0,0.0025
137336,0,0.0159
137337,0,0.0019
137338,0,0.0037
137339,0,0.0016
137340,0,0.0008
137341,0,0.0005
137342,0,0.0009
137343,0,0.0038
137344,0,0.0032
137345,0,0.0017
137346,0,0.0061
137347,0,0.0067
137348,0,0.0028
137349,0,0.0016
137350,0,0.0014
137351,0,0.0059
137352,0,0.0017
137353,0,0.0035
137354,0,0.0006
137355,0,0.0015
137356,0,0.0005
137357,0,0.0011
137358,0,0.0006
137359,0,0.0017
137360,0,0.0038
137361,0,0.0016
137362,0,0.002
137363,0,0.0011
137364,0,0.0059
137365,0,0.0007
137366,0,0.0042
137367,0,0.0168
137368,0,0.0014
137369,0,0.0024
137370,0,0.0006
137371,0,0.0067
137372,0,0.0017
137373,0,0.0029
137374,0,0.0008
137375,0,0.0019
137376,0,0.0017
137377,0,0.0005
137378,0,0.0024
137379,1,0.9869
137380,0,0.0106
137381,0,0.0011
137382,0,0.0005
137383,0,0.0018
137384,0,0.0029
137385,1,0.985
137386,0,0.0005
137387,0,0.0002
137388,0,0.0009
137389,0,0.0019
137390,0,0.0006
137391,0,0.001
137392,0,0.0009
137393,0,0.0036
137394,0,0.0025
137395,0,0.0016
137396,0,0.001
137397,0,0.0028
137398,0,0.0014
137399,0,0.0204
137400,0,0.001
137401,0,0.0065
137402,0,0.0013
137403,0,0.011
137404,0,0.0034
137405,0,0.003
137406,0,0.0041
137407,0,0.0011
137408,0,0.0031
137409,0,0.0076
137410,0,0.0037
137411,0,0.0011
137412,0,0.0011
137413,0,0.006
137414,0,0.0007
137415,0,0.0025
137416,0,0.0009
137417,0,0.0057
137418,0,0.0021
137419,0,0.0047
137420,0,0.0025
137421,0,0.0007
137422,0,0.003
137423,0,0.0082
137424,0,0.0077
137425,0,0.0026
137426,0,0.0078
137427,0,0.0044
137428,0,0.0022
137429,0,0.0017
137430,0,0.0038
137431,0,0.0063
137432,0,0.0017
137433,0,0.0035
137434,0,0.0034
137435,0,0.003
137436,0,0.0009
137437,1,0.9891
137438,0,0.0012
137439,0,0.0007
137440,0,0.0028
137441,0,0.0059
137442,0,0.0035
137443,0,0.0065
137444,0,0.0033
137445,0,0.0023
137446,0,0.004
137447,0,0.0044
137448,0,0.0011
137449,0,0.0018
137450,0,0.0017
137451,0,0.0025
137452,0,0.0014
137453,0,0.0012
137454,0,0.0055
137455,0,0.0043
137456,0,0.0024
137457,0,0.0015
137458,0,0.0054
137459,0,0.001
137460,0,0.0046
137461,0,0.0042
137462,0,0.0022
137463,0,0.0068
137464,0,0.0012
137465,0,0.002
137466,0,0.001
137467,0,0.0111
137468,0,0.0026
137469,0,0.0006
137470,0,0.0021
137471,0,0.0029
137472,0,0.0006
137473,0,0.0031
137474,0,0.0014
137475,0,0.002
137476,0,0.0038
137477,0,0.0033
137478,0,0.0135
137479,0,0.0023
137480,0,0.0061
137481,0,0.0013
137482,0,0.0017
137483,0,0.0012
137484,0,0.0015
137485,0,0.0005
137486,0,0.0139
137487,0,0.0103
137488,0,0.0011
137489,0,0.0038
137490,0,0.0077
137491,0,0.0027
137492,0,0.001
137493,0,0.0065
137494,0,0.0026
137495,0,0.0022
137496,0,0.0005
137497,0,0.0022
137498,0,0.0036
137499,0,0.0035
137500,0,0.0018
137501,0,0.0011
137502,0,0.0007
137503,0,0.0059
137504,0,0.004
137505,0,0.0012
137506,0,0.0041
137507,0,0.0094
137508,0,0.0007
137509,0,0.0025
137510,0,0.0029
137511,0,0.0009
137512,0,0.0013
137513,0,0.0044
137514,0,0.0016
137515,0,0.0026
137516,0,0.0011
137517,0,0.0014
137518,0,0.001
137519,0,0.0053
137520,0,0.0017
137521,0,0.0022
137522,0,0.0015
137523,0,0.0034
137524,0,0.0028
137525,0,0.0015
137526,0,0.002
137527,0,0.0052
137528,0,0.0132
137529,0,0.001
137530,0,0.0025
137531,0,0.008
137532,0,0.0022
137533,0,0.0039
137534,0,0.0016
137535,0,0.002
137536,0,0.0041
137537,1,0.9819
137538,0,0.0021
137539,0,0.0011
137540,0,0.0102
137541,0,0.0016
137542,0,0.0024
137543,0,0.0031
137544,0,0.0022
137545,0,0.0008
137546,0,0.0016
137547,0,0.0011
137548,0,0.0025
137549,0,0.0026
137550,0,0.0036
137551,0,0.0018
137552,0,0.0018
137553,0,0.001
137554,0,0.0044
137555,0,0.0037
137556,0,0.0078
137557,0,0.0018
137558,0,0.0018
137559,0,0.0001
137560,0,0.0009
137561,0,0.0018
137562,0,0.0061
137563,0,0.0008
137564,0,0.0027
137565,0,0.0029
137566,0,0.0151
137567,0,0.001
137568,0,0.001
137569,0,0.0026
137570,0,0.002
137571,0,0.0012
137572,0,0.0015
137573,0,0.0046
137574,0,0.009
137575,0,0.0026
137576,0,0.0022
137577,0,0.0025
137578,0,0.0019
137579,0,0.0012
137580,0,0.0021
137581,0,0.0039
137582,0,0.006
137583,0,0.0008
137584,0,0.0015
137585,0,0.0011
137586,0,0.0041
137587,0,0.0201
137588,0,0.0032
137589,0,0.0034
137590,0,0.0122
137591,0,0.0015
137592,0,0.0021
137593,0,0.0066
137594,0,0.0038
137595,0,0.0015
137596,0,0.0028
137597,0,0.0024
137598,0,0.0027
137599,0,0.0028
137600,0,0.0013
137601,0,0.004
137602,0,0.007
137603,0,0.0014
137604,0,0.0019
137605,0,0.0063
137606,0,0.0012
137607,0,0.001
137608,0,0.0099
137609,0,0.0031
137610,0,0.0026
137611,0,0.0039
137612,0,0.0041
137613,0,0.0022
137614,0,0.0023
137615,0,0.0062
137616,0,0.0018
137617,0,0.0041
137618,0,0.0013
137619,0,0.0014
137620,0,0.0004
137621,0,0.0011
137622,0,0.0046
137623,0,0.0043
137624,0,0.0046
137625,0,0.0041
137626,0,0.0022
137627,0,0.0019
137628,0,0.0028
137629,0,0.0007
137630,1,0.9873
137631,0,0.0012
137632,0,0.0066
137633,0,0.002
137634,0,0.0052
137635,0,0.0018
137636,0,0.0076
137637,0,0.0027
137638,0,0.0013
137639,0,0.0134
137640,0,0.001
137641,0,0.0135
137642,0,0.0077
137643,0,0.0031
137644,0,0.0023
137645,0,0.0034
137646,0,0.015
137647,0,0.0016
137648,0,0.0021
137649,0,0.0006
137650,0,0.001
137651,0,0.0019
137652,0,0.0015
137653,0,0.0017
137654,0,0.0044
137655,0,0.0023
137656,0,0.0012
137657,0,0.0021
137658,0,0.0012
137659,0,0.0017
137660,0,0.0012
137661,0,0.0061
137662,0,0.002
137663,0,0.0014
137664,0,0.013
137665,0,0.0011
137666,0,0.001
137667,0,0.0013
137668,0,0.0018
137669,0,0.01
137670,0,0.0019
137671,0,0.0011
137672,0,0.0028
137673,0,0.0118
137674,0,0.0209
137675,0,0.0015
137676,0,0.0081
137677,0,0.0151
137678,0,0.0015
137679,0,0.0069
137680,0,0.0008
137681,0,0.0011
137682,0,0.0014
137683,0,0.0021
137684,0,0.0025
137685,0,0.0021
137686,0,0.0044
137687,0,0.002
137688,0,0.0011
137689,0,0.0007
137690,0,0.0013
137691,0,0.0098
137692,0,0.0032
137693,0,0.001
137694,0,0.0024
137695,0,0.0022
137696,0,0.0005
137697,0,0.0022
137698,0,0.0013
137699,0,0.0047
137700,0,0.0024
137701,0,0.0018
137702,0,0.0011
137703,0,0.0011
137704,0,0.001
137705,0,0.006
137706,0,0.002
137707,0,0.0047
137708,0,0.0023
137709,0,0.0044
137710,0,0.0019
137711,0,0.0023
137712,0,0.0479
137713,0,0.0012
137714,0,0.0102
137715,0,0.0023
137716,0,0.001
137717,0,0.0012
137718,0,0.0038
137719,0,0.0106
137720,0,0.0114
137721,0,0.0029
137722,0,0.0025
137723,0,0.0019
137724,0,0.007
137725,0,0.0118
137726,0,0.0028
137727,0,0.0087
137728,0,0.0011
137729,0,0.0043
137730,0,0.0009
137731,0,0.0012
137732,0,0.0027
137733,0,0.0017
137734,0,0.0008
137735,0,0.0052
137736,0,0.0032
137737,0,0.0037
137738,0,0.0017
137739,0,0.0032
137740,0,0.0052
137741,0,0.0096
137742,0,0.0014
137743,0,0.0009
137744,0,0.0044
137745,0,0.0011
137746,0,0.0014
137747,0,0.0014
137748,0,0.0015
137749,0,0.0045
137750,0,0.0018
137751,0,0.0164
137752,0,0.0009
137753,0,0.003
137754,0,0.0103
137755,0,0.0069
137756,0,0.0028
137757,0,0.0028
137758,0,0.0025
137759,0,0.0013
137760,0,0.0039
137761,0,0.0018
137762,0,0.0014
137763,0,0.0018
137764,0,0.0018
137765,0,0.0028
137766,0,0.0022
137767,0,0.0018
137768,0,0.0018
137769,0,0.0023
137770,0,0.0028
137771,0,0.0005
137772,0,0.0017
137773,0,0.0029
137774,0,0.0025
137775,0,0.0017
137776,0,0.0005
137777,0,0.0027
137778,0,0.0038
137779,0,0.0026
137780,0,0.002
137781,0,0.0109
137782,0,0.0011
137783,0,0.001
137784,0,0.0012
137785,0,0.0033
137786,0,0.001
137787,0,0.001
137788,0,0.0038
137789,0,0.0018
137790,0,0.0041
137791,0,0.0017
137792,0,0.0031
137793,0,0.0011
137794,0,0.0022
137795,0,0.0029
137796,0,0.0012
137797,0,0.0015
137798,0,0.0064
137799,0,0.0037
137800,0,0.0024
137801,0,0.005
137802,0,0.0025
137803,0,0.0007
137804,0,0.0009
137805,0,0.0015
137806,0,0.0021
137807,0,0.0256
137808,0,0.0057
137809,1,0.9978
137810,0,0.0014
137811,0,0.0007
137812,0,0.0016
137813,0,0.0008
137814,0,0.0041
137815,0,0.0016
137816,0,0.0039
137817,0,0.0118
137818,0,0.0019
137819,0,0.0056
137820,0,0.0028
137821,0,0.0014
137822,0,0.0095
137823,0,0.0024
137824,0,0.0009
137825,0,0.0407
137826,0,0.0019
137827,0,0.0023
137828,0,0.0014
137829,0,0.0052
137830,0,0.0056
137831,0,0.0016
137832,0,0.0016
137833,0,0.0077
137834,0,0.0055
137835,0,0.0037
137836,0,0.0016
137837,0,0.0034
137838,0,0.0011
137839,0,0.0012
137840,0,0.0014
137841,0,0.0023
